,age,weight(kg),height(m),gender,BMI,BMR,activity_level,calories_to_maintain_weight,B1I_tags,Label,height(new)
7065,14,50,1.604,0,19,1339.9,1.2,1608,8,15,160
7066,14,52,1.602,1,20,1482.7,1.2,1779,8,16,160
7070,17,52,1.622,0,20,1351.6,1.5,2027,8,17,162
7072,15,49,1.590,0,19,1327.6,1.5,1991,8,17,159
7076,14,51,1.624,1,19,1475.9,1.5,2214,8,18,162
7078,17,51,1.608,0,20,1338.3,1.5,2007,8,17,161
7079,14,51,1.608,0,20,1347.8,1.3,1752,8,16,161
7081,16,51,1.596,1,20,1450.1,1.9,2755,8,21,160
7082,16,49,1.593,0,19,1318.4,1.2,1582,8,15,159
7083,15,52,1.596,0,20,1355.8,1.5,2034,8,17,160
7085,16,53,1.599,0,21,1356.4,1.5,2035,8,17,160
7086,14,50,1.609,0,19,1347.3,1.5,2021,8,17,161
7087,15,50,1.615,1,19,1460.2,1.5,2190,8,18,162
7089,16,52,1.590,0,21,1351.0,1.2,1621,8,15,159
7090,17,51,1.602,1,20,1449.3,1.9,2754,8,21,160
7092,16,54,1.623,0,20,1371.5,1.9,2606,8,20,162
7094,16,48,1.598,1,19,1408.7,1.3,1831,8,16,160
7095,14,53,1.604,1,21,1501.3,1.2,1802,8,16,160
7097,16,54,1.590,1,21,1493.1,1.2,1792,8,16,159
7098,16,54,1.598,0,21,1367.4,1.3,1778,8,16,160
7100,16,48,1.592,1,19,1406.4,1.3,1828,8,16,159
7102,17,54,1.620,1,21,1505.1,1.7,2559,8,20,162
7103,17,54,1.618,0,20,1363.7,1.5,2046,8,17,162
7104,16,48,1.618,1,18,1419.3,1.7,2413,7,6,162
7106,16,51,1.608,1,20,1462.2,1.5,2193,8,18,161
7108,16,54,1.599,1,21,1493.7,1.5,2241,8,18,160
7109,16,48,1.605,1,19,1419.7,1.7,2413,8,19,160
7111,15,49,1.591,0,19,1327.3,1.5,1991,8,17,159
7112,16,50,1.620,0,19,1332.9,1.5,1999,8,17,162
7113,16,54,1.617,0,21,1373.4,1.3,1785,8,16,162
7114,16,53,1.591,0,21,1355.7,1.5,2034,8,17,159
7118,16,53,1.611,0,20,1362.0,1.3,1771,8,16,161
7120,14,54,1.615,1,21,1519.6,1.3,1976,8,17,161
7121,15,48,1.625,0,18,1321.1,1.2,1585,7,1,163
7122,16,54,1.620,0,20,1369.0,1.9,2601,8,20,162
7124,16,53,1.603,0,20,1358.0,1.5,2037,8,17,160
7126,15,50,1.620,1,19,1455.5,1.5,2183,8,18,162
7127,16,53,1.616,0,20,1365.6,1.3,1775,8,16,162
7128,16,51,1.594,0,20,1341.8,1.2,1610,8,15,159
7130,15,53,1.592,0,21,1362.4,1.9,2589,8,20,159
7132,15,51,1.590,1,20,1451.3,1.9,2757,8,21,159
7134,16,49,1.597,0,19,1325.2,1.5,1988,8,17,160
7138,15,53,1.619,1,20,1494.3,1.9,2839,8,21,162
7143,15,53,1.612,1,20,1490.9,1.5,2236,8,18,161
7144,17,50,1.610,1,19,1439.6,1.7,2447,8,19,161
7145,17,50,1.597,1,20,1440.0,1.5,2160,8,18,160
7147,16,49,1.607,1,19,1427.3,1.7,2426,8,19,161
7148,17,53,1.614,1,20,1478.6,1.9,2809,8,21,161
7149,17,53,1.612,1,21,1489.2,1.5,2234,8,18,161
7151,14,52,1.606,0,20,1359.4,1.9,2583,8,20,161
7153,16,51,1.610,1,20,1461.1,1.2,1753,8,16,161
7154,17,49,1.592,1,19,1421.7,1.7,2417,8,19,159
7156,15,52,1.589,0,21,1351.6,1.5,2027,8,17,159
7158,16,52,1.591,0,21,1349.3,1.2,1619,8,15,159
7159,16,51,1.591,1,20,1454.9,1.9,2764,8,21,159
7162,14,51,1.600,0,20,1349.6,1.9,2564,8,20,160
7164,17,54,1.621,0,21,1372.6,1.2,1647,8,15,162
7165,14,49,1.592,0,19,1325.5,1.2,1591,8,15,159
7166,15,51,1.625,1,19,1476.5,1.5,2215,8,18,162
7168,16,53,1.597,1,21,1477.7,1.5,2217,8,18,160
7169,15,51,1.603,0,20,1347.2,1.9,2560,8,20,160
7171,14,48,1.618,0,18,1325.3,1.3,1723,7,2,162
7172,14,52,1.611,1,20,1485.3,1.9,2822,8,21,161
7173,16,50,1.595,1,20,1442.2,1.5,2163,8,18,160
7174,16,53,1.602,0,21,1361.1,1.5,2042,8,17,160
7178,16,54,1.600,0,21,1369.0,1.2,1643,8,15,160
7179,16,51,1.608,0,20,1346.2,1.5,2019,8,17,161
7180,15,51,1.621,1,20,1477.6,1.9,2807,8,21,162
7181,16,49,1.616,1,19,1438.9,1.7,2446,8,19,162
7182,16,53,1.594,1,21,1480.3,1.5,2220,8,18,159
7183,14,54,1.588,1,21,1502.1,1.2,1803,8,16,159
7185,17,53,1.594,0,21,1355.0,1.2,1626,8,15,159
7187,14,52,1.624,0,20,1363.7,1.3,1773,8,16,162
7189,17,49,1.599,0,19,1315.6,1.7,2237,8,18,160
7190,14,52,1.624,1,20,1490.3,1.2,1788,8,16,162
7193,17,54,1.588,0,21,1363.9,1.9,2591,8,20,159
7195,15,52,1.607,0,20,1354.4,1.3,1761,8,16,161
7196,14,48,1.610,1,18,1429.4,1.7,2430,7,6,161
7201,16,48,1.602,0,19,1309.3,1.2,1571,8,15,160
7203,16,52,1.605,1,20,1476.3,1.2,1772,8,16,160
7205,15,54,1.597,1,21,1502.9,1.7,2555,8,20,160
7209,16,51,1.613,0,20,1344.2,1.2,1613,8,15,161
7213,17,52,1.589,0,20,1342.0,1.2,1610,8,15,159
7214,16,54,1.623,0,21,1374.1,1.3,1786,8,16,162
7217,16,49,1.610,0,19,1320.0,1.2,1584,8,15,161
7218,17,48,1.597,1,19,1409.6,1.3,1833,8,16,160
7219,16,48,1.606,1,19,1418.7,1.3,1844,8,16,161
7223,15,53,1.598,0,21,1361.6,1.3,1770,8,16,160
7225,17,54,1.623,1,20,1498.2,1.2,1798,8,16,162
7226,17,50,1.588,1,20,1422.5,1.3,1849,8,16,159
7230,15,52,1.593,0,20,1353.4,1.2,1624,8,15,159
7231,15,52,1.595,1,20,1467.9,1.5,2202,8,18,159
7232,14,51,1.606,1,20,1478.2,1.5,2217,8,18,161
7234,16,54,1.618,0,21,1377.1,1.9,2616,8,20,162
7236,14,50,1.604,0,19,1337.8,1.5,2007,8,17,160
7237,16,49,1.619,0,19,1328.3,1.2,1594,8,15,162
7238,16,53,1.602,1,21,1483.2,1.5,2225,8,18,160
7239,14,52,1.591,0,20,1355.6,1.2,1627,8,15,159
7244,15,54,1.593,1,21,1504.8,1.2,1806,8,16,159
7247,16,54,1.619,1,21,1509.3,1.7,2566,8,20,162
7251,16,51,1.601,1,20,1453.0,1.5,2180,8,18,160
7252,15,54,1.601,0,21,1378.0,1.3,1791,8,16,160
7253,15,54,1.589,0,21,1374.5,1.9,2611,8,20,159
7259,17,51,1.618,1,19,1455.9,1.5,2184,8,18,162
7260,15,52,1.624,1,20,1485.7,1.5,2229,8,18,162
7262,16,50,1.592,1,20,1443.9,1.5,2166,8,18,159
7264,16,51,1.602,1,20,1451.8,1.5,2178,8,18,160
7265,15,54,1.608,1,21,1501.9,1.7,2553,8,20,161
7266,17,54,1.617,1,21,1493.1,1.5,2240,8,18,162
7268,16,54,1.620,1,20,1500.7,1.7,2551,8,20,162
7274,15,52,1.608,1,20,1478.1,1.2,1774,8,16,161
7276,16,52,1.604,1,20,1475.3,1.9,2803,8,21,160
7277,16,52,1.601,1,20,1470.5,1.2,1765,8,16,160
7278,14,50,1.622,1,19,1469.6,1.5,2204,8,18,162
7280,15,49,1.590,0,19,1321.0,1.7,2246,8,18,159
7281,14,51,1.594,1,20,1468.3,1.5,2202,8,18,159
7284,17,48,1.588,0,19,1309.6,1.5,1964,8,17,159
7286,17,54,1.601,0,21,1362.5,1.3,1771,8,16,160
7287,15,49,1.596,1,19,1433.7,1.7,2437,8,19,160
7288,15,50,1.623,1,19,1466.1,1.9,2786,8,21,162
7289,15,54,1.595,0,21,1375.3,1.3,1788,8,16,160
7290,16,48,1.603,1,19,1421.7,1.3,1848,8,16,160
7291,15,54,1.609,1,21,1508.2,1.3,1961,8,17,161
7292,16,54,1.604,0,21,1372.6,1.9,2608,8,20,160
7294,16,48,1.622,0,18,1320.4,1.9,2509,7,7,162
7297,14,53,1.621,0,20,1374.6,1.3,1787,8,16,162
7298,17,48,1.599,0,19,1311.6,1.5,1967,8,17,160
7299,17,53,1.625,0,20,1359.5,1.9,2583,8,20,163
7301,17,54,1.597,1,21,1483.3,1.9,2818,8,21,160
7303,15,48,1.601,1,19,1418.7,1.3,1844,8,16,160
7308,15,52,1.589,0,21,1358.5,1.3,1766,8,16,159
7309,15,48,1.617,0,18,1322.7,1.9,2513,7,7,162
7310,15,53,1.621,1,20,1506.7,1.3,1959,8,17,162
7311,14,52,1.606,0,20,1363.8,1.9,2591,8,20,161
7313,15,52,1.619,0,20,1358.9,1.2,1631,8,15,162
7314,16,54,1.588,1,21,1487.0,1.5,2231,8,18,159
7315,14,53,1.623,1,20,1506.8,1.9,2863,8,22,162
7318,16,52,1.599,0,20,1350.5,1.5,2026,8,17,160
7319,15,52,1.596,0,20,1351.2,1.2,1621,8,15,160
7320,15,54,1.615,0,21,1380.1,1.3,1794,8,16,161
7321,15,52,1.592,0,21,1359.1,1.5,2039,8,17,159
7322,14,48,1.613,1,18,1435.4,1.7,2440,7,6,161
7323,16,52,1.595,0,20,1350.5,1.9,2566,8,20,160
7324,14,51,1.603,1,20,1475.5,1.9,2803,8,21,160
7325,16,48,1.606,1,19,1419.1,1.7,2412,8,19,161
7326,14,48,1.596,0,19,1323.1,1.7,2249,8,18,160
7327,14,52,1.611,1,20,1492.2,1.9,2835,8,21,161
7329,16,54,1.602,0,21,1366.4,1.2,1640,8,15,160
7331,14,49,1.612,0,19,1330.0,1.5,1995,8,17,161
7332,16,48,1.594,0,19,1312.4,1.7,2231,8,18,159
7334,17,54,1.589,1,21,1487.8,1.2,1785,8,16,159
7337,14,52,1.596,1,20,1482.7,1.2,1779,8,16,160
7338,17,51,1.621,1,20,1465.7,1.2,1759,8,16,162
7339,16,53,1.614,1,20,1487.1,1.9,2825,8,21,161
7341,16,49,1.613,1,19,1440.3,1.5,2160,8,18,161
7342,17,53,1.591,1,21,1468.5,1.5,2203,8,18,159
7343,17,49,1.591,0,19,1316.1,1.7,2237,8,18,159
7344,16,53,1.597,1,21,1481.9,1.5,2223,8,18,160
7345,15,53,1.616,1,20,1500.2,1.7,2550,8,20,162
7347,17,49,1.616,0,19,1316.8,1.7,2239,8,18,162
7352,17,53,1.622,1,20,1493.7,1.9,2838,8,21,162
7353,17,54,1.608,1,21,1492.6,1.2,1791,8,16,161
7356,14,53,1.597,0,21,1365.8,1.5,2049,8,17,160
7357,16,54,1.613,1,21,1504.5,1.2,1805,8,16,161
7359,15,51,1.625,1,19,1476.0,1.5,2214,8,18,163
7360,16,54,1.598,0,21,1369.6,1.2,1644,8,15,160
7363,15,54,1.609,0,21,1378.4,1.9,2619,8,20,161
7364,15,54,1.600,0,21,1378.2,1.3,1792,8,16,160
7366,16,49,1.622,0,18,1322.4,1.9,2513,7,7,162
7371,16,49,1.592,0,19,1320.9,1.5,1981,8,17,159
7372,14,52,1.610,1,20,1493.2,1.5,2240,8,18,161
7374,14,52,1.599,0,20,1357.6,1.9,2579,8,20,160
7375,14,51,1.593,0,20,1350.8,1.3,1756,8,16,159
7380,15,48,1.591,0,19,1320.4,1.7,2245,8,18,159
7381,16,48,1.591,0,19,1310.1,1.2,1572,8,15,159
7382,15,54,1.590,0,21,1376.7,1.9,2616,8,20,159
7384,16,51,1.616,1,20,1468.2,1.2,1762,8,16,162
7386,16,54,1.622,1,21,1508.1,1.3,1961,8,17,162
7387,15,48,1.605,0,19,1322.3,1.5,1983,8,17,161
7389,17,49,1.610,0,19,1315.3,1.2,1578,8,15,161
7390,17,51,1.596,0,20,1337.3,1.2,1605,8,15,160
7392,15,53,1.620,1,20,1498.6,1.5,2248,8,18,162
7395,15,50,1.626,0,19,1342.6,1.5,2014,8,17,163
7397,17,53,1.597,1,21,1470.4,1.5,2206,8,18,160
7400,15,51,1.619,1,19,1471.4,1.5,2207,8,18,162
7403,15,48,1.623,1,18,1437.0,1.7,2443,7,6,162
7404,15,53,1.607,0,21,1368.1,1.9,2599,8,20,161
7405,15,53,1.598,0,21,1369.2,1.2,1643,8,15,160
7406,15,49,1.606,0,19,1323.5,1.2,1588,8,15,161
7407,16,54,1.593,1,21,1489.5,1.2,1787,8,16,159
7408,16,53,1.596,0,21,1356.2,1.2,1627,8,15,160
7411,16,50,1.611,1,19,1451.9,1.5,2178,8,18,161
7412,15,53,1.626,1,20,1504.0,1.7,2557,8,20,163
7414,16,53,1.590,0,21,1356.8,1.5,2035,8,17,159
7415,17,50,1.592,0,20,1322.6,1.5,1984,8,17,159
7416,15,51,1.594,1,20,1466.5,1.5,2200,8,18,159
7417,16,51,1.607,1,20,1462.7,1.5,2194,8,18,161
7422,17,53,1.621,1,20,1492.8,1.9,2836,8,21,162
7423,16,53,1.626,1,20,1493.5,1.9,2838,8,21,163
7424,15,52,1.594,0,21,1357.0,1.9,2578,8,20,159
7427,14,54,1.590,1,21,1502.2,1.3,1953,8,17,159
7429,16,53,1.620,1,20,1491.0,1.5,2237,8,18,162
7432,15,49,1.589,1,20,1433.5,1.7,2437,8,19,159
7433,16,53,1.604,0,21,1363.5,1.9,2591,8,20,160
7434,16,52,1.597,0,20,1347.7,1.2,1617,8,15,160
7435,15,52,1.609,0,20,1352.9,1.5,2029,8,17,161
7436,16,49,1.608,0,19,1322.2,1.5,1983,8,17,161
7437,16,52,1.617,0,20,1349.4,1.2,1619,8,15,162
7438,15,51,1.619,0,20,1352.8,1.2,1623,8,15,162
7441,16,54,1.613,1,21,1500.8,1.2,1801,8,16,161
7442,15,51,1.597,1,20,1462.3,1.5,2194,8,18,160
7443,14,50,1.619,0,19,1343.0,1.2,1612,8,15,162
7445,16,51,1.609,1,20,1456.0,1.5,2184,8,18,161
7447,14,48,1.601,1,19,1424.4,1.7,2422,8,19,160
7448,15,52,1.598,0,21,1359.0,1.5,2038,8,17,160
7449,16,54,1.604,1,21,1503.2,1.2,1804,8,16,160
7450,15,54,1.597,1,21,1499.8,1.5,2250,8,18,160
7451,15,53,1.621,1,20,1494.7,1.9,2840,8,21,162
7453,15,48,1.622,1,18,1428.8,1.2,1715,7,2,162
7454,16,53,1.601,1,21,1485.5,1.5,2228,8,18,160
7456,15,53,1.602,0,21,1365.4,1.3,1775,8,16,160
7458,17,51,1.602,0,20,1336.3,1.2,1604,8,15,160
7459,15,51,1.606,1,20,1459.9,1.9,2774,8,21,161
7461,17,53,1.601,0,21,1354.6,1.2,1625,8,15,160
7462,14,54,1.622,1,20,1518.2,1.3,1974,8,17,162
7464,14,54,1.620,0,21,1384.6,1.7,2354,8,19,162
7466,16,51,1.602,1,20,1463.3,1.2,1756,8,16,160
7469,16,52,1.615,0,20,1355.2,1.2,1626,8,15,161
7472,16,51,1.599,1,20,1460.9,1.2,1753,8,16,160
7473,16,52,1.616,0,20,1352.4,1.2,1623,8,15,162
7475,15,51,1.588,1,20,1463.7,1.2,1756,8,16,159
7477,16,51,1.614,0,20,1348.2,1.5,2022,8,17,161
7481,15,52,1.604,1,20,1477.2,1.2,1773,8,16,160
7483,16,53,1.596,0,21,1360.2,1.2,1632,8,15,160
7484,17,48,1.589,0,19,1302.8,1.2,1563,8,15,159
7486,15,49,1.613,1,19,1448.4,1.9,2752,8,21,161
7488,16,49,1.612,0,19,1328.4,1.5,1993,8,17,161
7490,15,49,1.621,0,19,1329.2,1.2,1595,8,15,162
7491,15,51,1.624,0,19,1352.0,1.2,1622,8,15,162
7492,14,52,1.589,1,21,1478.2,1.2,1774,8,16,159
7497,15,52,1.595,0,20,1355.8,1.5,2034,8,17,160
7499,16,50,1.616,1,19,1452.9,1.5,2179,8,18,162
7500,15,48,1.616,1,19,1435.6,1.7,2440,8,19,162
7501,16,52,1.594,0,21,1353.7,1.9,2572,8,20,159
7502,14,52,1.591,1,20,1472.9,1.5,2209,8,18,159
7506,14,54,1.615,1,21,1522.6,1.3,1979,8,17,161
7507,14,53,1.608,1,20,1500.5,1.7,2551,8,20,161
7508,14,54,1.590,1,22,1510.9,1.2,1813,8,16,159
7509,15,53,1.605,1,20,1488.2,1.9,2828,8,21,160
7510,16,54,1.616,0,20,1368.4,1.3,1779,8,16,162
7512,14,49,1.603,1,19,1438.8,1.5,2158,8,18,160
7515,15,54,1.620,1,21,1513.3,1.9,2875,8,22,162
7517,17,51,1.612,0,20,1338.1,1.2,1606,8,15,161
7518,17,48,1.604,1,19,1411.6,1.7,2400,8,19,160
7520,14,54,1.595,1,21,1504.6,1.2,1806,8,16,159
7521,16,52,1.602,0,20,1351.9,1.9,2569,8,20,160
7522,16,51,1.588,0,20,1343.2,1.2,1612,8,15,159
7523,16,48,1.599,0,19,1314.4,1.7,2235,8,18,160
7524,16,53,1.613,0,20,1361.3,1.5,2042,8,17,161
7526,15,54,1.605,0,21,1372.5,1.3,1784,8,16,161
7528,15,51,1.596,1,20,1463.8,1.2,1757,8,16,160
7529,16,52,1.605,1,20,1474.4,1.9,2801,8,21,161
7530,16,52,1.591,0,20,1345.2,1.2,1614,8,15,159
7531,16,52,1.619,0,20,1355.5,1.9,2575,8,20,162
7533,15,53,1.619,0,20,1369.4,1.2,1643,8,15,162
7534,16,50,1.624,0,19,1336.1,1.5,2004,8,17,162
7536,15,52,1.616,1,20,1490.9,1.9,2833,8,21,162
7537,16,52,1.605,1,20,1466.5,1.5,2200,8,18,161
7538,16,53,1.619,0,20,1366.2,1.2,1639,8,15,162
7539,15,54,1.593,0,21,1374.4,1.3,1787,8,16,159
7541,16,53,1.614,1,20,1494.8,1.2,1794,8,16,161
7543,15,48,1.589,0,19,1317.8,1.5,1977,8,17,159
7545,16,48,1.623,0,18,1315.9,1.9,2500,7,7,162
7547,14,50,1.591,0,20,1337.1,1.5,2006,8,17,159
7549,15,52,1.591,0,20,1350.0,1.9,2565,8,20,159
7550,16,53,1.619,1,20,1495.4,1.2,1795,8,16,162
7551,16,48,1.612,0,19,1316.8,1.7,2238,8,18,161
7556,15,52,1.609,1,20,1477.1,1.5,2216,8,18,161
7557,14,50,1.589,1,20,1447.5,1.5,2171,8,18,159
7558,17,52,1.618,1,20,1466.5,1.5,2200,8,18,162
7560,17,50,1.620,1,19,1451.0,1.5,2177,8,18,162
7562,16,51,1.611,0,20,1343.8,1.5,2016,8,17,161
7563,17,50,1.592,1,20,1429.4,1.7,2430,8,19,159
7564,17,52,1.614,1,20,1469.6,1.2,1764,8,16,161
7565,15,54,1.618,0,21,1380.1,1.3,1794,8,16,162
7566,14,51,1.625,0,19,1352.7,1.5,2029,8,17,163
7567,16,54,1.617,1,21,1501.3,1.9,2852,8,22,162
7569,16,48,1.611,0,18,1313.7,1.2,1576,7,1,161
7572,15,50,1.601,0,19,1332.8,1.5,1999,8,17,160
7573,15,54,1.609,1,21,1508.9,1.2,1811,8,16,161
7574,17,53,1.594,1,21,1470.9,1.5,2206,8,18,159
7576,15,54,1.614,0,21,1381.0,1.3,1795,8,16,161
7577,16,48,1.598,1,19,1420.7,1.7,2415,8,19,160
7578,16,50,1.590,0,20,1334.1,1.5,2001,8,17,159
7579,16,50,1.603,0,19,1332.8,1.2,1599,8,15,160
7580,15,53,1.617,1,20,1504.7,1.2,1806,8,16,162
7583,15,53,1.618,1,20,1503.7,1.3,1955,8,17,162
7584,16,52,1.616,0,20,1356.0,1.3,1763,8,16,162
7586,15,52,1.618,1,20,1492.2,1.2,1791,8,16,162
7589,16,50,1.609,1,19,1448.7,1.5,2173,8,18,161
7591,14,50,1.600,0,20,1343.8,1.2,1613,8,15,160
7592,16,49,1.590,0,19,1318.7,1.7,2242,8,18,159
7594,15,54,1.609,0,21,1372.3,1.2,1647,8,15,161
7595,14,48,1.614,0,19,1327.6,1.5,1991,8,17,161
7597,15,51,1.609,1,20,1461.3,1.5,2192,8,18,161
7599,17,53,1.596,1,21,1472.4,1.5,2209,8,18,160
7601,14,52,1.602,1,20,1489.4,1.2,1787,8,16,160
7602,15,52,1.610,0,20,1354.3,1.5,2031,8,17,161
7605,14,54,1.622,0,20,1380.0,1.3,1794,8,16,162
7608,15,51,1.623,1,19,1467.9,1.5,2202,8,18,162
7610,14,48,1.589,0,19,1321.9,1.2,1586,8,15,159
7614,14,50,1.615,1,19,1459.2,1.2,1751,8,16,162
7619,15,53,1.589,1,21,1479.0,1.9,2810,8,21,159
7621,17,54,1.624,0,20,1366.5,1.9,2596,8,20,162
7624,16,54,1.591,0,21,1372.1,1.2,1647,8,15,159
7630,15,53,1.616,0,20,1364.6,1.9,2593,8,20,162
7631,16,51,1.624,1,19,1471.7,1.9,2796,8,21,162
7637,16,49,1.610,0,19,1320.8,1.7,2245,8,18,161
7641,16,50,1.612,0,19,1333.5,1.5,2000,8,17,161
7642,15,48,1.597,1,19,1423.5,1.7,2420,8,19,160
7643,14,52,1.623,0,20,1365.6,1.3,1775,8,16,162
7644,16,49,1.598,0,19,1326.5,1.5,1990,8,17,160
7646,15,54,1.619,1,21,1515.2,1.3,1970,8,17,162
7648,17,49,1.611,0,19,1316.1,1.7,2237,8,18,161
7649,15,50,1.610,0,19,1342.1,1.5,2013,8,17,161
7650,14,52,1.588,1,21,1475.3,1.9,2803,8,21,159
7652,15,53,1.604,0,21,1369.1,1.9,2601,8,20,160
7654,16,48,1.614,0,18,1313.1,1.9,2495,7,7,161
7655,16,53,1.619,1,20,1486.8,1.9,2825,8,21,162
7657,15,54,1.625,1,20,1510.6,1.9,2870,8,22,163
7658,16,54,1.615,1,21,1503.6,1.7,2556,8,20,161
7659,16,52,1.592,1,20,1463.3,1.2,1756,8,16,159
7660,15,48,1.596,1,19,1414.3,1.7,2404,8,19,160
7661,16,53,1.603,1,21,1483.9,1.2,1781,8,16,160
7663,16,53,1.621,0,20,1366.9,1.3,1777,8,16,162
7664,15,51,1.599,1,20,1458.8,1.2,1751,8,16,160
7666,14,51,1.605,0,20,1347.2,1.3,1751,8,16,160
7667,16,51,1.606,0,20,1341.8,1.2,1610,8,15,161
7668,16,50,1.625,1,19,1460.7,1.5,2191,8,18,163
7670,17,48,1.594,0,19,1306.3,1.7,2221,8,18,159
7671,16,53,1.601,1,21,1482.0,1.2,1778,8,16,160
7672,15,53,1.624,0,20,1371.8,1.2,1646,8,15,162
7677,16,52,1.594,0,20,1348.3,1.9,2562,8,20,159
7678,16,54,1.598,1,21,1489.6,1.9,2830,8,21,160
7679,15,52,1.612,0,20,1359.4,1.2,1631,8,15,161
7682,15,54,1.596,0,21,1370.5,1.3,1782,8,16,160
7685,15,49,1.625,0,19,1332.7,1.5,1999,8,17,162
7686,14,48,1.613,0,18,1321.5,1.3,1718,7,2,161
7687,14,50,1.595,0,20,1339.8,1.5,2010,8,17,159
7688,15,53,1.601,1,21,1491.4,1.2,1790,8,16,160
7689,14,54,1.605,1,21,1513.3,1.3,1967,8,17,161
7691,15,53,1.610,0,20,1363.0,1.9,2590,8,20,161
7693,16,53,1.589,1,21,1482.0,1.5,2223,8,18,159
7694,17,52,1.615,0,20,1350.0,1.3,1755,8,16,162
7696,16,52,1.620,1,20,1474.1,1.5,2211,8,18,162
7697,17,52,1.617,1,20,1471.3,1.5,2207,8,18,162
7699,17,50,1.599,0,20,1330.4,1.2,1596,8,15,160
7700,15,48,1.624,0,18,1321.4,1.3,1718,7,2,162
7705,17,54,1.613,0,21,1365.4,1.3,1775,8,16,161
7706,15,51,1.621,0,20,1353.1,1.3,1759,8,16,162
7707,16,53,1.598,0,21,1359.9,1.2,1632,8,15,160
7713,16,52,1.620,0,20,1350.7,1.5,2026,8,17,162
7715,15,53,1.595,1,21,1493.4,1.2,1792,8,16,160
7717,14,54,1.600,0,21,1378.8,1.9,2620,8,20,160
7718,16,49,1.615,0,19,1323.2,1.7,2249,8,18,162
7719,16,53,1.606,1,21,1489.3,1.2,1787,8,16,161
7720,17,52,1.595,1,20,1460.0,1.5,2190,8,18,160
7722,16,49,1.614,0,19,1324.8,1.2,1590,8,15,161
7728,17,48,1.590,1,19,1402.0,1.3,1823,8,16,159
7729,16,48,1.610,0,19,1315.8,1.7,2237,8,18,161
7730,15,53,1.600,1,21,1488.2,1.9,2828,8,21,160
7732,16,54,1.607,1,21,1501.4,1.7,2552,8,20,161
7733,16,51,1.604,1,20,1464.3,1.9,2782,8,21,160
7734,15,52,1.621,0,20,1359.1,1.5,2039,8,17,162
7735,16,48,1.599,1,19,1414.7,1.3,1839,8,16,160
7737,15,48,1.594,1,19,1416.7,1.7,2408,8,19,159
7740,16,52,1.592,0,20,1349.1,1.2,1619,8,15,159
7741,17,53,1.600,0,21,1359.0,1.5,2039,8,17,160
7742,17,54,1.622,0,21,1372.1,1.9,2607,8,20,162
7743,16,51,1.620,0,19,1341.5,1.5,2012,8,17,162
7744,16,52,1.605,0,20,1355.5,1.2,1627,8,15,161
7745,14,48,1.621,0,18,1321.8,1.7,2247,7,5,162
7749,14,54,1.614,0,21,1378.9,1.9,2620,8,20,161
7750,16,52,1.594,0,20,1350.6,1.2,1621,8,15,159
7754,15,49,1.615,0,19,1327.0,1.2,1592,8,15,161
7756,15,48,1.618,0,18,1324.2,1.9,2516,7,7,162
7757,15,51,1.614,1,20,1468.9,1.9,2791,8,21,161
7759,16,49,1.601,1,19,1422.3,1.7,2418,8,19,160
7762,17,54,1.600,0,21,1362.8,1.5,2044,8,17,160
7763,15,52,1.623,1,20,1493.6,1.2,1792,8,16,162
7764,14,53,1.620,1,20,1510.1,1.2,1812,8,16,162
7765,15,54,1.612,0,21,1372.4,1.9,2608,8,20,161
7766,14,53,1.592,1,21,1487.8,1.2,1785,8,16,159
7767,15,50,1.592,1,20,1449.7,1.9,2754,8,21,159
7768,16,51,1.617,0,19,1344.2,1.9,2554,8,20,162
7769,16,48,1.623,1,18,1424.8,1.2,1710,7,2,162
7773,17,49,1.606,0,19,1323.2,1.7,2249,8,18,161
7774,17,54,1.617,0,20,1363.8,1.5,2046,8,17,162
7778,16,51,1.612,0,20,1346.4,1.3,1750,8,16,161
7779,16,52,1.597,0,20,1351.8,1.3,1757,8,16,160
7780,16,48,1.623,0,18,1314.7,1.9,2498,7,7,162
7783,17,54,1.625,0,21,1372.7,1.3,1785,8,16,163
7784,14,48,1.595,1,19,1429.9,1.7,2431,8,19,159
7787,15,52,1.620,0,20,1359.8,1.5,2040,8,17,162
7788,16,50,1.602,1,19,1441.3,1.5,2162,8,18,160
7789,14,54,1.621,1,21,1525.6,1.2,1831,8,16,162
7790,14,51,1.623,0,19,1358.0,1.5,2037,8,17,162
7791,17,52,1.620,0,20,1350.9,1.9,2567,8,20,162
7792,16,52,1.601,1,20,1463.6,1.9,2781,8,21,160
7795,15,54,1.608,1,21,1511.3,1.9,2871,8,22,161
7798,15,54,1.588,1,22,1501.3,1.7,2552,8,20,159
7799,15,48,1.608,1,18,1422.2,1.3,1849,7,3,161
7800,15,53,1.615,1,20,1498.5,1.2,1798,8,16,162
7801,17,54,1.589,1,21,1484.9,1.5,2227,8,18,159
7802,16,54,1.616,1,21,1510.3,1.2,1812,8,16,162
7804,15,52,1.610,1,20,1486.6,1.9,2824,8,21,161
7805,15,50,1.612,1,19,1450.5,1.9,2756,8,21,161
7806,17,53,1.618,1,20,1491.7,1.9,2834,8,21,162
7807,16,52,1.592,1,20,1461.2,1.9,2776,8,21,159
7808,15,54,1.615,1,21,1511.9,1.2,1814,8,16,161
7809,15,48,1.612,1,18,1428.0,1.2,1714,7,2,161
7813,15,50,1.603,0,19,1336.1,1.2,1603,8,15,160
