,age,weight(kg),Height(m),gender,BMI,BMR,activity_level,calories_to_maintain_weight,B2I_tags,Label,height(cm)
,15,48,1.606,1,18,1420,1.2,1703,7,2,161
,15,53,1.599,1,21,1492,1.2,1791,8,16,160
,15,53,1.619,1,20,1502,1.7,2553,8,20,162
,16,52,1.604,1,20,1471,1.5,2207,8,18,160
,15,52,1.625,0,20,1359,1.5,2038,8,17,163
,15,52,1.595,0,20,1352,1.2,1622,8,15,160
,17,52,1.607,0,20,1351,1.9,2567,8,20,161
,16,54,1.615,1,21,1504,1.7,2557,8,20,162
,15,54,1.625,1,20,1516,1.7,2577,8,20,163
,15,51,1.616,1,20,1470,1.9,2794,8,21,162
,14,51,1.614,0,19,1350,1.3,1755,8,16,161
,14,48,1.597,1,19,1429,1.7,2430,8,19,160
,15,54,1.617,1,21,1509,1.7,2565,8,20,162
,14,54,1.607,0,21,1384,1.3,1799,8,16,161
,15,49,1.595,1,19,1433,1.5,2150,8,18,160
,14,52,1.612,0,20,1359,1.9,2581,8,20,161
,17,48,1.612,1,18,1413,1.7,2402,7,6,161
,16,48,1.618,0,18,1315,1.2,1578,7,1,162
,15,49,1.62,0,19,1327,1.5,1991,8,17,162
,16,51,1.609,1,20,1466,1.9,2786,8,21,161
,16,51,1.593,1,20,1457,1.9,2768,8,21,159
,15,51,1.617,1,20,1476,1.5,2213,8,18,162
,15,52,1.608,0,20,1361,1.3,1769,8,16,161
,16,53,1.621,0,20,1361,1.3,1770,8,16,162
,17,49,1.599,0,19,1313,1.7,2232,8,18,160
,16,52,1.597,0,20,1347,1.2,1616,8,15,160
,17,53,1.611,0,21,1361,1.5,2041,8,17,161
,17,52,1.588,1,20,1452,1.5,2178,8,18,159
,16,48,1.619,0,18,1316,1.3,1710,7,2,162
,16,48,1.602,1,19,1417,1.7,2409,8,19,160
,14,52,1.594,0,21,1363,1.5,2045,8,17,159
,16,52,1.608,0,20,1350,1.2,1620,8,15,161
,14,54,1.611,1,21,1513,1.7,2572,8,20,161
,15,49,1.616,1,19,1438,1.7,2445,8,19,162
,17,48,1.62,1,18,1418,1.7,2411,7,6,162
,15,51,1.611,1,20,1469,1.2,1763,8,16,161
,16,53,1.622,1,20,1489,1.2,1787,8,16,162
,17,53,1.591,0,21,1353,1.5,2030,8,17,159
,16,53,1.618,0,20,1361,1.9,2585,8,20,162
,14,52,1.599,0,20,1359,1.5,2039,8,17,160
,16,50,1.599,0,20,1332,1.2,1599,8,15,160
,17,49,1.621,1,18,1426,1.3,1854,7,4,162
,16,49,1.615,0,19,1325,1.2,1590,8,15,162
,15,54,1.592,1,21,1499,1.2,1799,8,16,159
,15,52,1.598,0,20,1353,1.9,2570,8,20,160
,16,53,1.594,0,21,1361,1.3,1769,8,16,159
,16,48,1.602,1,19,1416,1.3,1840,8,16,160
,17,52,1.588,0,21,1342,1.9,2550,8,20,159
,15,49,1.622,1,19,1449,1.5,2174,8,18,162
,14,50,1.594,0,20,1344,1.5,2017,8,17,159
,15,49,1.618,1,19,1447,1.5,2171,8,18,162
,15,53,1.6,1,21,1485,1.2,1782,8,16,160
,16,51,1.601,0,20,1345,1.5,2017,8,17,160
,17,54,1.59,1,21,1485,1.2,1782,8,16,159
,16,54,1.59,0,21,1369,1.3,1779,8,16,159
,14,48,1.607,0,19,1323,1.7,2249,8,18,161
,15,49,1.596,0,19,1329,1.2,1595,8,15,160
,15,49,1.619,0,19,1325,1.5,1988,8,17,162
,15,53,1.622,1,20,1503,1.3,1953,8,17,162
,14,53,1.597,1,21,1495,1.2,1794,8,16,160
,16,52,1.623,1,20,1475,1.2,1770,8,16,162
,15,53,1.619,0,20,1366,1.2,1639,8,15,162
,15,49,1.593,1,19,1426,1.7,2424,8,19,159
,15,53,1.595,0,21,1364,1.9,2592,8,20,160
,16,53,1.588,1,21,1477,1.9,2806,8,21,159
,15,52,1.593,0,21,1356,1.2,1627,8,15,159
,15,51,1.59,1,20,1461,1.9,2775,8,21,159
,16,52,1.606,0,20,1350,1.2,1620,8,15,161
,16,51,1.623,1,19,1472,1.5,2208,8,18,162
,17,50,1.617,1,19,1437,1.5,2155,8,18,162
,15,50,1.602,0,19,1332,1.5,1997,8,17,160
,16,52,1.605,1,20,1474,1.9,2800,8,21,161
,17,51,1.615,1,20,1459,1.2,1751,8,16,162
,17,48,1.622,1,18,1416,1.2,1699,7,2,162
,16,53,1.607,0,20,1360,1.2,1631,8,15,161
,17,54,1.597,1,21,1481,1.5,2222,8,18,160
,15,50,1.614,1,19,1449,1.9,2754,8,21,161
,16,48,1.609,0,19,1316,1.2,1579,8,15,161
,14,52,1.602,0,20,1362,1.3,1771,8,16,160
,14,50,1.604,0,19,1340,1.2,1608,8,15,160
,14,52,1.602,1,20,1483,1.2,1779,8,16,160
,17,52,1.622,0,20,1352,1.5,2027,8,17,162
,15,49,1.59,0,19,1328,1.5,1991,8,17,159
,14,51,1.624,1,19,1476,1.5,2214,8,18,162
,17,51,1.608,0,20,1338,1.5,2007,8,17,161
,14,51,1.608,0,20,1348,1.3,1752,8,16,161
,16,51,1.596,1,20,1450,1.9,2755,8,21,160
,16,49,1.593,0,19,1318,1.2,1582,8,15,159
,15,52,1.596,0,20,1356,1.5,2034,8,17,160
,16,53,1.599,0,21,1356,1.5,2035,8,17,160
,14,51,1.609,0,19,1347,1.5,2021,8,17,161
,15,50,1.615,1,19,1460,1.5,2190,8,18,162
,16,52,1.59,0,21,1351,1.2,1621,8,15,159
,17,51,1.602,1,20,1449,1.9,2754,8,21,160
,16,54,1.623,0,20,1372,1.9,2606,8,20,162
,16,48,1.598,1,19,1409,1.3,1831,8,16,160
,14,53,1.604,1,21,1501,1.2,1802,8,16,160
,16,54,1.59,1,21,1493,1.2,1792,8,16,159
,16,54,1.598,0,21,1367,1.3,1778,8,16,160
,16,48,1.592,1,19,1406,1.3,1828,8,16,159
,17,54,1.62,1,21,1505,1.7,2559,8,20,162
,17,54,1.618,0,20,1364,1.5,2046,8,17,162
,16,48,1.618,1,18,1419,1.7,2413,7,6,162
,16,51,1.608,1,20,1462,1.5,2193,8,18,161
,16,54,1.599,1,21,1494,1.5,2241,8,18,160
,16,48,1.605,1,19,1420,1.7,2413,8,19,161
,15,49,1.591,0,19,1327,1.5,1991,8,17,159
,16,50,1.62,0,19,1333,1.5,1999,8,17,162
,16,54,1.617,0,21,1373,1.3,1785,8,16,162
,16,53,1.591,0,21,1356,1.5,2034,8,17,159
,16,53,1.611,0,20,1362,1.3,1771,8,16,161
,14,54,1.615,1,21,1520,1.3,1976,8,17,162
,15,48,1.625,0,18,1321,1.2,1585,7,1,163
,16,54,1.62,0,20,1369,1.9,2601,8,20,162
,16,53,1.603,0,20,1358,1.5,2037,8,17,160
,15,50,1.62,1,19,1455,1.5,2183,8,18,162
,16,53,1.616,0,20,1366,1.3,1775,8,16,162
,16,51,1.594,0,20,1342,1.2,1610,8,15,159
,15,53,1.592,0,21,1362,1.9,2589,8,20,159
,15,51,1.59,1,20,1451,1.9,2757,8,21,159
,16,49,1.597,0,19,1325,1.5,1988,8,17,160
,15,53,1.619,1,20,1494,1.9,2839,8,21,162
,15,53,1.612,1,20,1491,1.5,2236,8,18,161
,17,50,1.61,1,19,1440,1.7,2447,8,19,161
,17,51,1.597,1,20,1440,1.5,2160,8,18,160
,16,49,1.607,1,19,1427,1.7,2426,8,19,161
,17,53,1.614,1,20,1479,1.9,2809,8,21,161
,17,54,1.612,1,21,1489,1.5,2234,8,18,161
,14,52,1.606,0,20,1359,1.9,2583,8,20,161
,16,51,1.61,1,20,1461,1.2,1753,8,16,161
,17,49,1.592,1,19,1422,1.7,2417,8,19,159
,15,52,1.589,0,21,1352,1.5,2027,8,17,159
,16,52,1.591,0,21,1349,1.2,1619,8,15,159
,16,51,1.591,1,20,1455,1.9,2764,8,21,159
,14,51,1.6,0,20,1350,1.9,2564,8,20,160
,17,54,1.621,0,21,1373,1.2,1647,8,15,162
,14,49,1.592,0,19,1325,1.2,1591,8,15,159
,15,51,1.625,1,19,1477,1.5,2215,8,18,163
,16,53,1.597,1,21,1478,1.5,2217,8,18,160
,15,51,1.603,0,20,1347,1.9,2560,8,20,160
,14,48,1.618,0,18,1325,1.3,1723,7,2,162
,14,52,1.611,1,20,1485,1.9,2822,8,21,161
,16,50,1.595,1,20,1442,1.5,2163,8,18,160
,16,53,1.602,0,21,1361,1.5,2042,8,17,160
,16,54,1.6,0,21,1369,1.2,1643,8,15,160
,16,51,1.608,0,20,1346,1.5,2019,8,17,161
,15,51,1.621,1,20,1478,1.9,2807,8,21,162
,16,49,1.616,1,19,1439,1.7,2446,8,19,162
,16,53,1.594,1,21,1480,1.5,2220,8,18,159
,14,54,1.588,1,21,1502,1.2,1803,8,16,159
,17,53,1.594,0,21,1355,1.2,1626,8,15,159
,14,52,1.624,0,20,1364,1.3,1773,8,16,162
,17,49,1.599,0,19,1316,1.7,2237,8,18,160
,14,52,1.624,1,20,1490,1.2,1788,8,16,162
,17,54,1.588,0,21,1364,1.9,2591,8,20,159
,15,52,1.607,0,20,1354,1.3,1761,8,16,161
,14,48,1.61,1,18,1429,1.7,2430,7,6,161
,16,48,1.602,0,19,1309,1.2,1571,8,15,160
,16,52,1.605,1,20,1476,1.2,1772,8,16,161
,15,54,1.597,1,21,1503,1.7,2555,8,20,160
,16,51,1.613,0,20,1344,1.2,1613,8,15,161
,17,52,1.589,0,21,1342,1.2,1610,8,15,159
,16,54,1.623,0,21,1374,1.3,1786,8,16,162
,16,49,1.61,0,19,1320,1.2,1584,8,15,161
,17,48,1.597,1,19,1410,1.3,1833,8,16,160
,16,48,1.606,1,19,1419,1.3,1844,8,16,161
,15,53,1.598,0,21,1362,1.3,1770,8,16,160
,17,54,1.623,1,20,1498,1.2,1798,8,16,162
,17,50,1.588,1,20,1422,1.3,1849,8,16,159
,15,52,1.593,0,20,1353,1.2,1624,8,15,159
,15,52,1.595,1,20,1468,1.5,2202,8,18,160
,14,51,1.606,1,20,1478,1.5,2217,8,18,161
,16,54,1.618,0,21,1377,1.9,2616,8,20,162
,14,50,1.604,0,19,1338,1.5,2007,8,17,160
,16,49,1.619,0,19,1328,1.2,1594,8,15,162
,16,53,1.602,1,21,1483,1.5,2225,8,18,160
,14,52,1.591,0,20,1356,1.2,1627,8,15,159
,15,54,1.593,1,21,1505,1.2,1806,8,16,159
,16,54,1.619,1,21,1509,1.7,2566,8,20,162
,16,51,1.601,1,20,1453,1.5,2180,8,18,160
,15,54,1.601,0,21,1378,1.3,1791,8,16,160
,15,54,1.589,0,21,1374,1.9,2611,8,20,159
,17,51,1.618,1,19,1456,1.5,2184,8,18,162
,15,52,1.624,1,20,1486,1.5,2229,8,18,162
,16,50,1.592,1,20,1444,1.5,2166,8,18,159
,16,51,1.602,1,20,1452,1.5,2178,8,18,160
,15,54,1.608,1,21,1502,1.7,2553,8,20,161
,17,54,1.617,1,21,1493,1.5,2240,8,18,162
,16,54,1.62,1,20,1501,1.7,2551,8,20,162
,15,52,1.608,1,20,1478,1.2,1774,8,16,161
,16,52,1.604,1,20,1475,1.9,2803,8,21,160
,16,52,1.601,1,20,1470,1.2,1765,8,16,160
,14,50,1.622,1,19,1470,1.5,2204,8,18,162
,15,49,1.59,0,19,1321,1.7,2246,8,18,159
,14,51,1.594,1,20,1468,1.5,2202,8,18,159
,17,48,1.588,0,19,1310,1.5,1964,8,17,159
,17,54,1.601,0,21,1363,1.3,1771,8,16,160
,15,49,1.596,1,19,1434,1.7,2437,8,19,160
,15,50,1.623,1,19,1466,1.9,2786,8,21,162
,15,54,1.595,0,21,1375,1.3,1788,8,16,160
,16,48,1.603,1,19,1422,1.3,1848,8,16,160
,15,54,1.609,1,21,1508,1.3,1961,8,17,161
,16,54,1.604,0,21,1373,1.9,2608,8,20,160
,16,48,1.622,0,18,1320,1.9,2509,7,7,162
,14,53,1.621,0,20,1375,1.3,1787,8,16,162
,17,48,1.599,0,19,1312,1.5,1967,8,17,160
,17,53,1.625,0,20,1359,1.9,2583,8,20,163
,17,54,1.597,1,21,1483,1.9,2818,8,21,160
,15,48,1.601,1,19,1419,1.3,1844,8,16,160
,15,53,1.589,0,21,1358,1.3,1766,8,16,159
,15,48,1.617,0,18,1323,1.9,2513,7,7,162
,15,53,1.621,1,20,1507,1.3,1959,8,17,162
,14,52,1.606,0,20,1364,1.9,2591,8,20,161
,15,52,1.619,0,20,1359,1.2,1631,8,15,162
,16,54,1.588,1,21,1487,1.5,2231,8,18,159
,14,53,1.623,1,20,1507,1.9,2863,8,22,162
,16,52,1.599,0,20,1350,1.5,2026,8,17,160
,15,52,1.596,0,20,1351,1.2,1621,8,15,160
,15,54,1.615,0,21,1380,1.3,1794,8,16,162
,15,53,1.592,0,21,1359,1.5,2039,8,17,159
,14,48,1.613,1,18,1435,1.7,2440,7,6,161
,16,52,1.595,0,20,1351,1.9,2566,8,20,160
,14,51,1.603,1,20,1476,1.9,2803,8,21,160
,16,48,1.606,1,19,1419,1.7,2412,8,19,161
,14,48,1.596,0,19,1323,1.7,2249,8,18,160
,14,52,1.611,1,20,1492,1.9,2835,8,21,161
,16,54,1.602,0,21,1366,1.2,1640,8,15,160
,14,49,1.612,0,19,1330,1.5,1995,8,17,161
,16,48,1.594,0,19,1312,1.7,2231,8,18,159
,17,54,1.589,1,21,1488,1.2,1785,8,16,159
,14,52,1.596,1,20,1483,1.2,1779,8,16,160
,17,51,1.621,1,20,1466,1.2,1759,8,16,162
,16,53,1.614,1,20,1487,1.9,2825,8,21,161
,16,49,1.613,1,19,1440,1.5,2160,8,18,161
,17,53,1.591,1,21,1469,1.5,2203,8,18,159
,17,49,1.591,0,19,1316,1.7,2237,8,18,159
,16,53,1.597,1,21,1482,1.5,2223,8,18,160
,15,53,1.616,1,20,1500,1.7,2550,8,20,162
,17,49,1.616,0,19,1317,1.7,2239,8,18,162
,17,54,1.622,1,20,1494,1.9,2838,8,21,162
,17,54,1.608,1,21,1493,1.2,1791,8,16,161
,14,53,1.597,0,21,1366,1.5,2049,8,17,160
,16,54,1.613,1,21,1504,1.2,1805,8,16,161
,15,51,1.625,1,19,1476,1.5,2214,8,18,163
,16,54,1.598,0,21,1370,1.2,1644,8,15,160
,15,54,1.609,0,21,1378,1.9,2619,8,20,161
,15,54,1.6,0,21,1378,1.3,1792,8,16,160
,16,49,1.622,0,19,1322,1.9,2513,7,7,162
,16,49,1.592,0,19,1321,1.5,1981,8,17,159
,14,52,1.61,1,20,1493,1.5,2240,8,18,161
,14,52,1.599,0,20,1358,1.9,2579,8,20,160
,14,51,1.593,0,20,1351,1.3,1756,8,16,159
,15,49,1.591,0,19,1320,1.7,2245,8,18,159
,16,48,1.591,0,19,1310,1.2,1572,8,15,159
,15,54,1.59,0,22,1377,1.9,2616,8,20,159
,16,51,1.616,1,20,1468,1.2,1762,8,16,162
,16,54,1.622,1,21,1508,1.3,1961,8,17,162
,15,48,1.605,0,19,1322,1.5,1983,8,17,161
,17,49,1.61,0,19,1315,1.2,1578,8,15,161
,17,51,1.596,0,20,1337,1.2,1605,8,15,160
,15,53,1.62,1,20,1499,1.5,2248,8,18,162
,15,50,1.626,0,19,1343,1.5,2014,8,17,163
,17,53,1.597,1,21,1470,1.5,2206,8,18,160
,15,51,1.619,1,19,1471,1.5,2207,8,18,162
,15,48,1.623,1,18,1437,1.7,2443,7,6,162
,15,53,1.607,0,21,1368,1.9,2599,8,20,161
,15,53,1.598,0,21,1369,1.2,1643,8,15,160
,15,49,1.606,0,19,1324,1.2,1588,8,15,161
,16,54,1.593,1,21,1489,1.2,1787,8,16,159
,16,53,1.596,0,21,1356,1.2,1627,8,15,160
,16,50,1.611,1,19,1452,1.5,2178,8,18,161
,15,53,1.626,1,20,1504,1.7,2557,8,20,163
,16,53,1.59,0,21,1357,1.5,2035,8,17,159
,17,50,1.592,0,20,1323,1.5,1984,8,17,159
,15,52,1.594,1,20,1467,1.5,2200,8,18,159
,16,51,1.607,1,20,1463,1.5,2194,8,18,161
,17,53,1.621,1,20,1493,1.9,2836,8,21,162
,16,53,1.626,1,20,1493,1.9,2838,8,21,163
,15,52,1.594,0,21,1357,1.9,2578,8,20,159
,14,54,1.59,1,21,1502,1.3,1953,8,17,159
,16,53,1.62,1,20,1491,1.5,2237,8,18,162
,15,49,1.589,1,20,1434,1.7,2437,8,19,159
,16,53,1.604,0,21,1363,1.9,2591,8,20,160
,16,52,1.597,0,20,1348,1.2,1617,8,15,160
,15,52,1.609,0,20,1353,1.5,2029,8,17,161
,16,49,1.608,0,19,1322,1.5,1983,8,17,161
,16,52,1.617,0,20,1349,1.2,1619,8,15,162
,15,51,1.619,0,20,1353,1.2,1623,8,15,162
,16,54,1.613,1,21,1501,1.2,1801,8,16,161
,15,51,1.597,1,20,1462,1.5,2194,8,18,160
,14,50,1.619,0,19,1343,1.2,1612,8,15,162
,16,51,1.609,1,20,1456,1.5,2184,8,18,161
,14,48,1.601,1,19,1424,1.7,2422,8,19,160
,15,52,1.598,0,21,1359,1.5,2038,8,17,160
,16,54,1.604,1,21,1503,1.2,1804,8,16,160
,15,54,1.597,1,21,1500,1.5,2250,8,18,160
,15,53,1.621,1,20,1495,1.9,2840,8,21,162
,15,48,1.622,1,18,1429,1.2,1715,7,2,162
,16,53,1.601,1,21,1486,1.5,2228,8,18,160
,15,53,1.602,0,21,1365,1.3,1775,8,16,160
,17,51,1.602,0,20,1336,1.2,1604,8,15,160
,15,51,1.606,1,20,1460,1.9,2774,8,21,161
,17,53,1.601,0,21,1355,1.2,1625,8,15,160
,14,54,1.622,1,20,1518,1.3,1974,8,17,162
,14,54,1.62,0,21,1385,1.7,2354,8,19,162
,16,52,1.602,1,20,1463,1.2,1756,8,16,160
,16,52,1.615,0,20,1355,1.2,1626,8,15,162
,16,51,1.599,1,20,1461,1.2,1753,8,16,160
,16,52,1.616,0,20,1352,1.2,1623,8,15,162
,15,52,1.588,1,20,1464,1.2,1756,8,16,159
,16,52,1.614,0,20,1348,1.5,2022,8,17,161
,15,52,1.604,1,20,1477,1.2,1773,8,16,160
,16,53,1.596,0,21,1360,1.2,1632,8,15,160
,17,48,1.589,0,19,1303,1.2,1563,8,15,159
,15,50,1.613,1,19,1448,1.9,2752,8,21,161
,16,49,1.612,0,19,1328,1.5,1993,8,17,161
,15,49,1.621,0,19,1329,1.2,1595,8,15,162
,15,51,1.624,0,19,1352,1.2,1622,8,15,162
,14,52,1.589,1,21,1478,1.2,1774,8,16,159
,15,52,1.595,0,20,1356,1.5,2034,8,17,160
,16,50,1.616,1,19,1453,1.5,2179,8,18,162
,15,48,1.616,1,19,1436,1.7,2440,8,19,162
,16,52,1.594,0,21,1354,1.9,2572,8,20,159
,14,52,1.591,1,20,1473,1.5,2209,8,18,159
,14,54,1.615,1,21,1523,1.3,1979,8,17,162
,14,53,1.608,1,20,1500,1.7,2551,8,20,161
,14,54,1.59,1,22,1511,1.2,1813,8,16,159
,15,53,1.605,1,20,1488,1.9,2828,8,21,161
,16,54,1.616,0,20,1368,1.3,1779,8,16,162
,14,49,1.603,1,19,1439,1.5,2158,8,18,160
,15,54,1.62,1,21,1513,1.9,2875,8,22,162
,17,51,1.612,0,20,1338,1.2,1606,8,15,161
,17,48,1.604,1,19,1412,1.7,2400,8,19,160
,14,54,1.595,1,21,1505,1.2,1806,8,16,160
,16,52,1.602,0,20,1352,1.9,2569,8,20,160
,16,51,1.588,0,20,1343,1.2,1612,8,15,159
,16,48,1.599,0,19,1314,1.7,2235,8,18,160
,16,53,1.613,0,20,1361,1.5,2042,8,17,161
,15,54,1.605,0,21,1372,1.3,1784,8,16,161
,15,51,1.596,1,20,1464,1.2,1757,8,16,160
,16,52,1.605,1,20,1474,1.9,2801,8,21,161
,16,52,1.591,0,20,1345,1.2,1614,8,15,159
,16,52,1.619,0,20,1355,1.9,2575,8,20,162
,15,53,1.619,0,20,1369,1.2,1643,8,15,162
,16,50,1.624,0,19,1336,1.5,2004,8,17,162
,15,53,1.616,1,20,1491,1.9,2833,8,21,162
,16,52,1.605,1,20,1467,1.5,2200,8,18,161
,16,53,1.619,0,20,1366,1.2,1639,8,15,162
,15,54,1.593,0,21,1374,1.3,1787,8,16,159
,16,53,1.614,1,20,1495,1.2,1794,8,16,161
,15,48,1.589,0,19,1318,1.5,1977,8,17,159
,16,48,1.623,0,18,1316,1.9,2500,7,7,162
,14,50,1.591,0,20,1337,1.5,2006,8,17,159
,15,52,1.591,0,20,1350,1.9,2565,8,20,159
,16,53,1.619,1,20,1495,1.2,1795,8,16,162
,16,48,1.612,0,19,1317,1.7,2238,8,18,161
,15,52,1.609,1,20,1477,1.5,2216,8,18,161
,14,50,1.589,1,20,1448,1.5,2171,8,18,159
,17,52,1.618,1,20,1467,1.5,2200,8,18,162
,17,50,1.62,1,19,1451,1.5,2177,8,18,162
,16,51,1.611,0,20,1344,1.5,2016,8,17,161
,17,50,1.592,1,20,1429,1.7,2430,8,19,159
,17,52,1.614,1,20,1470,1.2,1764,8,16,161
,15,54,1.618,0,21,1380,1.3,1794,8,16,162
,14,51,1.625,0,19,1353,1.5,2029,8,17,163
,16,54,1.617,1,21,1501,1.9,2852,8,22,162
,16,48,1.611,0,18,1314,1.2,1576,7,1,161
,15,50,1.601,0,19,1333,1.5,1999,8,17,160
,15,54,1.609,1,21,1509,1.2,1811,8,16,161
,17,53,1.594,1,21,1471,1.5,2206,8,18,159
,15,54,1.614,0,21,1381,1.3,1795,8,16,161
,16,49,1.598,1,19,1421,1.7,2415,8,19,160
,16,50,1.59,0,20,1334,1.5,2001,8,17,159
,16,50,1.603,0,19,1333,1.2,1599,8,15,160
,15,54,1.617,1,20,1505,1.2,1806,8,16,162
,15,53,1.618,1,20,1504,1.3,1955,8,17,162
,16,52,1.616,0,20,1356,1.3,1763,8,16,162
,15,53,1.618,1,20,1492,1.2,1791,8,16,162
,16,50,1.609,1,19,1449,1.5,2173,8,18,161
,14,50,1.6,0,20,1344,1.2,1613,8,15,160
,16,49,1.59,0,19,1319,1.7,2242,8,18,159
,15,54,1.609,0,21,1372,1.2,1647,8,15,161
,14,48,1.614,0,19,1328,1.5,1991,8,17,161
,15,51,1.609,1,20,1461,1.5,2192,8,18,161
,17,53,1.596,1,21,1472,1.5,2209,8,18,160
,14,52,1.602,1,20,1489,1.2,1787,8,16,160
,15,52,1.61,0,20,1354,1.5,2031,8,17,161
,14,54,1.622,0,20,1380,1.3,1794,8,16,162
,15,51,1.623,1,19,1468,1.5,2202,8,18,162
,14,48,1.589,0,19,1322,1.2,1586,8,15,159
,14,50,1.615,1,19,1459,1.2,1751,8,16,162
,15,53,1.589,1,21,1479,1.9,2810,8,21,159
,17,54,1.624,0,20,1366,1.9,2596,8,20,162
,16,54,1.591,0,21,1372,1.2,1647,8,15,159
,15,53,1.616,0,20,1365,1.9,2593,8,20,162
,16,51,1.624,1,19,1472,1.9,2796,8,21,162
,16,49,1.61,0,19,1321,1.7,2245,8,18,161
,16,50,1.612,0,19,1333,1.5,2000,8,17,161
,15,48,1.597,1,19,1423,1.7,2420,8,19,160
,14,52,1.623,0,20,1366,1.3,1775,8,16,162
,16,50,1.598,0,19,1326,1.5,1990,8,17,160
,15,54,1.619,1,21,1515,1.3,1970,8,17,162
,17,49,1.611,0,19,1316,1.7,2237,8,18,161
,15,50,1.61,0,19,1342,1.5,2013,8,17,161
,14,52,1.588,1,21,1475,1.9,2803,8,21,159
,15,53,1.604,0,21,1369,1.9,2601,8,20,160
,16,48,1.614,0,18,1313,1.9,2495,7,7,161
,16,53,1.619,1,20,1487,1.9,2825,8,21,162
,15,54,1.625,1,20,1511,1.9,2870,8,22,163
,16,54,1.615,1,21,1504,1.7,2556,8,20,162
,16,52,1.592,1,20,1463,1.2,1756,8,16,159
,15,48,1.596,1,19,1414,1.7,2404,8,19,160
,16,53,1.603,1,21,1484,1.2,1781,8,16,160
,16,53,1.621,0,20,1367,1.3,1777,8,16,162
,15,51,1.599,1,20,1459,1.2,1751,8,16,160
,14,51,1.605,0,20,1347,1.3,1751,8,16,161
,16,51,1.606,0,20,1342,1.2,1610,8,15,161
,16,50,1.625,1,19,1461,1.5,2191,8,18,163
,17,48,1.594,0,19,1306,1.7,2221,8,18,159
,16,53,1.601,1,21,1482,1.2,1778,8,16,160
,15,53,1.624,0,20,1372,1.2,1646,8,15,162
,16,52,1.594,0,20,1348,1.9,2562,8,20,159
,16,54,1.598,1,21,1490,1.9,2830,8,21,160
,15,52,1.612,0,20,1359,1.2,1631,8,15,161
,15,54,1.596,0,21,1371,1.3,1782,8,16,160
,15,49,1.625,0,19,1333,1.5,1999,8,17,163
,14,48,1.613,0,18,1322,1.3,1718,7,2,161
,14,50,1.595,0,20,1340,1.5,2010,8,17,160
,15,53,1.601,1,21,1491,1.2,1790,8,16,160
,14,54,1.605,1,21,1513,1.3,1967,8,17,161
,15,53,1.61,0,20,1363,1.9,2590,8,20,161
,16,53,1.589,1,21,1482,1.5,2223,8,18,159
,17,52,1.615,0,20,1350,1.3,1755,8,16,162
,16,52,1.62,1,20,1474,1.5,2211,8,18,162
,17,52,1.617,1,20,1471,1.5,2207,8,18,162
,17,50,1.599,0,20,1330,1.2,1596,8,15,160
,15,48,1.624,0,18,1321,1.3,1718,7,2,162
,17,54,1.613,0,21,1365,1.3,1775,8,16,161
,15,51,1.621,0,20,1353,1.3,1759,8,16,162
,16,53,1.598,0,21,1360,1.2,1632,8,15,160
,16,52,1.62,0,20,1351,1.5,2026,8,17,162
,15,53,1.595,1,21,1493,1.2,1792,8,16,160
,14,54,1.6,0,21,1379,1.9,2620,8,20,160
,16,49,1.615,0,19,1323,1.7,2249,8,18,162
,16,53,1.606,1,21,1489,1.2,1787,8,16,161
,17,52,1.595,1,20,1460,1.5,2190,8,18,160
,16,49,1.614,0,19,1325,1.2,1590,8,15,161
,17,48,1.59,1,19,1402,1.3,1823,8,16,159
,16,48,1.61,0,19,1316,1.7,2237,8,18,161
,15,53,1.6,1,21,1488,1.9,2828,8,21,160
,16,54,1.607,1,21,1501,1.7,2552,8,20,161
,16,52,1.604,1,20,1464,1.9,2782,8,21,160
,15,52,1.621,0,20,1359,1.5,2039,8,17,162
,16,48,1.599,1,19,1415,1.3,1839,8,16,160
,15,48,1.594,1,19,1417,1.7,2408,8,19,159
,16,52,1.592,0,20,1349,1.2,1619,8,15,159
,17,53,1.6,0,21,1359,1.5,2039,8,17,160
,17,54,1.622,0,21,1372,1.9,2607,8,20,162
,16,51,1.62,0,19,1341,1.5,2012,8,17,162
,16,52,1.605,0,20,1355,1.2,1627,8,15,161
,14,48,1.621,0,18,1322,1.7,2247,7,5,162
,14,54,1.614,0,21,1379,1.9,2620,8,20,161
,16,52,1.594,0,20,1351,1.2,1621,8,15,159
,15,49,1.615,0,19,1327,1.2,1592,8,15,162
,15,48,1.618,0,18,1324,1.9,2516,7,7,162
,15,51,1.614,1,20,1469,1.9,2791,8,21,161
,16,49,1.601,1,19,1422,1.7,2418,8,19,160
,17,54,1.6,0,21,1363,1.5,2044,8,17,160
,15,52,1.623,1,20,1494,1.2,1792,8,16,162
,14,53,1.62,1,20,1510,1.2,1812,8,16,162
,15,54,1.612,0,21,1372,1.9,2608,8,20,161
,14,53,1.592,1,21,1488,1.2,1785,8,16,159
,15,50,1.592,1,20,1450,1.9,2754,8,21,159
,16,51,1.617,0,19,1344,1.9,2554,8,20,162
,16,48,1.623,1,18,1425,1.2,1710,7,2,162
,17,50,1.606,0,19,1323,1.7,2249,8,18,161
,17,54,1.617,0,20,1364,1.5,2046,8,17,162
,16,51,1.612,0,20,1346,1.3,1750,8,16,161
,16,52,1.597,0,20,1352,1.3,1757,8,16,160
,16,48,1.623,0,18,1315,1.9,2498,7,7,162
